10 3879
14 4 2200 2
14 4 1658 2
14 4 1910 2
14 4 1320 1
14 4 863 3
14 4 1963 2
14 4 2582 1
14 4 1813 2
14 4 1476 2
14 4 2474 4
14 4 2804 1
14 4 75 2
14 4 2691 1
14 4 3031 1
14 4 976 1
14 4 2328 1
14 4 3233 1
14 4 3286 1
14 4 1568 1
14 4 1754 1
14 4 3388 1
14 4 2254 1
14 4 3009 1
14 4 2836 3
14 4 3597 1
14 4 996 1
14 4 2395 1
14 4 2398 1
14 4 339 1
14 4 24 1
14 4 2205 1
14 4 3011 1
14 4 1407 1
14 4 2993 1
68 12 249 1
68 12 351 9
68 12 982 4
68 12 265 6
68 12 357 2
68 12 825 10
68 12 1186 8
68 12 1933 1
68 12 2030 1
68 12 2173 1
68 12 2190 1
68 12 2538 1
68 12 3205 1
68 12 3346 1
68 12 317 1
68 12 2348 1
28 53 251 2
28 53 477 1
28 53 819 1
28 53 1140 1
28 53 718 1
28 53 1600 1
28 53 450 1
28 53 682 4
28 53 795 1
28 53 1928 2
28 53 466 1
28 53 2794 1
28 53 350 3
28 53 3045 1
28 53 3167 1
28 53 2325 1
28 53 2178 1
28 53 1889 1
28 53 2769 1
28 53 3739 1
28 53 1064 1
28 53 1766 1
28 53 3869 1
73 4 257 3
73 4 551 12
73 4 955 1
73 4 1722 3
73 4 1056 5
73 4 1503 1
73 4 1853 4
73 4 2296 1
73 4 3102 1
73 4 3507 1
73 4 1398 1
73 4 3808 1
68 14 260 2
68 14 307 1
68 14 806 2
68 14 2523 1
68 14 3030 1
68 14 1011 1
8 12 261 24
8 12 345 2
8 12 389 1
8 12 545 1
8 12 215 1
8 12 874 1
8 12 385 2
8 12 1202 2
8 12 804 1
8 12 1524 1
8 12 139 3
8 12 130 2
8 12 180 2
8 12 1872 1
8 12 1900 1
8 12 1945 1
8 12 2050 2
8 12 2172 1
8 12 2344 1
8 12 700 1
8 12 2431 2
8 12 717 1
8 12 498 1
8 12 1618 2
8 12 1595 2
8 12 935 3
8 12 1052 3
8 12 1837 1
8 12 1546 2
8 12 2373 2
8 12 1096 1
8 12 2773 1
8 12 2328 2
8 12 2909 2
8 12 2960 1
8 12 1427 1
8 12 2306 1
8 12 2391 1
8 12 1557 1
8 12 3168 1
8 12 3227 2
8 12 3059 1
8 12 2771 1
8 12 3462 1
8 12 3481 1
8 12 3496 1
8 12 3530 1
8 12 3680 1
8 12 2551 1
8 12 569 1
8 12 3458 1
8 12 851 1
8 12 1821 1
8 12 1822 1
8 12 408 1
8 12 3802 1
8 12 1055 2
8 12 1749 1
8 12 1188 1
6 26 262 6
6 26 685 5
6 26 1491 1
6 26 2740 1
6 26 3442 1
16 53 263 1
16 53 476 1
16 53 766 3
16 53 946 2
16 53 438 2
16 53 1179 1
16 53 626 12
16 53 1707 1
16 53 1711 2
16 53 252 4
16 53 2593 2
16 53 2803 1
16 53 96 1
16 53 1907 1
16 53 3161 2
16 53 2279 1
16 53 167 1
16 53 2529 1
16 53 3168 1
16 53 662 1
16 53 302 1
16 53 1113 1
16 53 1016 1
16 53 987 1
18 14 266 2
18 14 105 20
18 14 415 2
18 14 439 3
18 14 487 2
18 14 727 1
18 14 508 5
18 14 999 1
18 14 872 2
18 14 131 6
18 14 1344 1
18 14 1523 2
18 14 37 1
18 14 1360 6
18 14 1921 1
18 14 2103 1
18 14 329 2
18 14 2300 1
18 14 2340 1
18 14 883 3
18 14 2403 2
18 14 2449 4
18 14 1674 1
18 14 1839 1
18 14 618 3
18 14 2638 1
18 14 2999 1
18 14 1271 2
18 14 2335 1
18 14 651 2
18 14 3819 1
18 14 3368 1
7 28 271 11
7 28 349 1
7 28 780 1
7 28 1069 1
7 28 62 15
7 28 1195 2
7 28 267 5
7 28 1321 3
7 28 1704 1
7 28 959 4
7 28 1797 2
7 28 1826 6
7 28 893 5
7 28 2024 3
7 28 2028 1
7 28 1051 1
7 28 1092 1
7 28 218 1
7 28 984 1
7 28 1549 1
7 28 646 2
7 28 881 2
7 28 939 1
7 28 388 1
7 28 688 1
7 28 1187 1
7 28 3514 1
7 28 673 1
7 28 2758 1
7 28 602 1
7 28 1746 2
7 28 1204 1
7 28 3785 1
7 28 1409 1
53 53 275 1
53 53 409 2
53 53 539 4
53 53 1445 3
53 53 1916 2
53 53 1623 1
53 53 1971 1
53 53 829 2
53 53 207 2
53 53 2443 1
53 53 2851 1
53 53 1931 1
53 53 2744 1
53 53 3284 1
53 53 3455 1
53 53 3702 2
53 53 1559 1
53 53 106 1
53 53 1294 1
49 26 278 1
49 26 37 2
49 26 2985 1
2 4 288 4
2 4 434 6
2 4 624 2
2 4 649 3
2 4 656 4
2 4 547 4
2 4 24 2
2 4 871 3
2 4 254 9
2 4 1265 3
2 4 1281 2
2 4 1345 2
2 4 1114 4
2 4 1574 2
2 4 1618 1
2 4 1686 2
2 4 1718 2
2 4 574 1
2 4 1035 1
2 4 235 2
2 4 1878 1
2 4 827 2
2 4 269 3
2 4 2009 1
2 4 1407 2
2 4 2157 1
2 4 1278 1
2 4 2281 1
2 4 2360 1
2 4 2406 2
2 4 2441 1
2 4 1827 1
2 4 1293 2
2 4 2529 3
2 4 2614 1
2 4 2645 1
2 4 2647 2
2 4 1576 1
2 4 1196 2
2 4 2693 1
2 4 2743 1
2 4 2748 2
2 4 1465 1
2 4 451 1
2 4 1487 2
2 4 1398 1
2 4 1771 1
2 4 3108 1
2 4 1067 1
2 4 1182 1
2 4 3175 1
2 4 1038 1
2 4 948 1
2 4 3139 1
2 4 870 1
2 4 3285 1
2 4 2243 1
2 4 1655 1
2 4 1060 1
2 4 1907 1
2 4 1483 1
2 4 898 1
2 4 1273 1
2 4 3540 1
2 4 530 1
2 4 739 1
2 4 1985 1
2 4 3620 1
2 4 301 2
2 4 2710 1
2 4 3679 1
2 4 1260 1
2 4 1505 4
2 4 3428 1
2 4 1377 1
2 4 2366 1
2 4 3837 1
7 5 171 4
7 5 996 2
7 5 2138 1
7 5 675 1
7 5 2711 1
7 5 2287 1
7 5 491 1
7 5 3292 1
7 5 707 1
16 12 293 2
16 12 767 1
16 12 259 2
16 12 149 35
16 12 382 3
16 12 1252 3
16 12 983 3
16 12 1525 3
16 12 119 6
16 12 1817 2
16 12 1466 1
16 12 1912 1
16 12 1054 3
16 12 736 9
16 12 2264 1
16 12 379 4
16 12 405 1
16 12 2245 1
16 12 2952 1
16 12 2982 1
16 12 486 1
16 12 2447 1
16 12 1838 2
16 12 3342 1
16 12 3307 1
16 12 1795 1
16 12 3778 1
16 4 297 9
16 4 387 4
16 4 513 3
16 4 517 6
16 4 662 1
16 4 765 1
16 4 34 6
16 4 983 2
16 4 1066 2
16 4 1200 2
16 4 1212 4
16 4 1235 5
16 4 346 3
16 4 265 6
16 4 1440 1
16 4 504 3
16 4 1351 1
16 4 630 11
16 4 1710 3
16 4 1136 2
16 4 1764 1
16 4 1257 4
16 4 1737 1
16 4 608 1
16 4 111 4
16 4 1938 2
16 4 1985 1
16 4 1551 1
16 4 963 2
16 4 542 2
16 4 2381 1
16 4 2067 2
16 4 2336 1
16 4 2093 1
16 4 2445 1
16 4 2006 3
16 4 2566 1
16 4 2583 1
16 4 2599 1
16 4 2617 1
16 4 108 4
16 4 3091 1
16 4 3117 1
16 4 3271 1
16 4 2332 1
16 4 2347 2
16 4 3286 1
16 4 3326 1
16 4 3328 1
16 4 1533 1
16 4 3516 1
16 4 2161 1
16 4 3523 1
16 4 3553 1
16 4 1661 2
16 4 3635 1
16 4 1179 1
16 4 1618 1
16 4 2232 1
16 4 1353 1
16 4 653 1
16 4 599 1
16 4 975 1
26 4 303 20
26 4 262 4
26 4 796 5
26 4 835 1
26 4 868 2
26 4 1121 10
26 4 1272 1
26 4 866 3
26 4 1473 2
26 4 572 3
26 4 2260 3
26 4 2521 1
26 4 1206 3
26 4 2319 1
26 4 3517 1
26 4 2812 1
26 4 1174 1
26 4 1045 1
6 6 317 1
6 6 322 9
6 6 1144 1
6 6 1214 1
6 6 1250 2
6 6 1561 2
6 6 2033 1
6 6 2041 1
6 6 2056 1
6 6 1110 3
6 6 445 1
6 6 1095 1
6 6 1349 1
6 6 360 3
6 6 2173 1
6 6 2665 1
6 6 158 2
6 6 457 1
6 6 1367 1
6 6 2967 1
6 6 946 1
6 6 559 1
6 6 3352 1
6 6 3166 1
6 6 953 2
6 6 3414 1
6 6 3832 1
6 6 263 1
28 5 320 2
28 5 187 8
28 5 990 3
28 5 1583 4
28 5 1767 1
28 5 582 7
28 5 2318 1
28 5 221 1
28 5 1675 1
28 5 2968 1
28 5 1698 1
28 5 2709 1
28 5 2140 2
28 5 2187 1
28 5 2908 1
28 5 3607 1
28 5 1168 1
28 5 3668 1
28 5 738 1
28 5 3810 1
16 18 324 2
16 18 115 5
16 18 728 4
16 18 877 3
16 18 329 3
16 18 883 2
16 18 897 1
16 18 1041 1
16 18 1277 1
16 18 726 4
16 18 847 4
16 18 1457 1
16 18 1511 1
16 18 266 1
16 18 1683 3
16 18 618 4
16 18 574 1
16 18 1931 1
16 18 1416 2
16 18 634 2
16 18 2356 2
16 18 2091 1
16 18 2442 2
16 18 1144 2
16 18 1617 1
16 18 926 1
16 18 2944 2
16 18 2987 1
16 18 2211 2
16 18 1631 1
16 18 518 1
16 18 3245 1
16 18 3315 1
16 18 1096 2
16 18 3386 1
16 18 1131 1
16 18 3395 1
16 18 3405 1
16 18 3482 1
16 18 3536 1
16 18 3031 1
16 18 2403 1
16 18 1479 2
16 18 1915 1
16 18 2233 1
16 18 2999 1
16 18 3467 1
16 18 989 1
16 18 3141 1
2 7 325 4
2 7 646 3
2 7 648 14
2 7 667 15
2 7 1106 1
2 7 734 1
2 7 707 1
2 7 112 1
2 7 1543 1
2 7 841 1
2 7 339 2
2 7 1966 1
2 7 2184 2
2 7 2317 1
2 7 2304 5
2 7 2488 1
2 7 1802 1
2 7 2123 1
2 7 1826 2
2 7 2628 1
2 7 1334 1
2 7 2714 1
2 7 1694 1
2 7 3068 1
2 7 3367 1
2 7 349 3
2 7 3655 1
2 7 3184 1
23 6 171 9
23 6 340 2
23 6 301 2
23 6 991 1
23 6 1761 1
23 6 1808 1
23 6 2422 1
23 6 2430 1
23 6 2444 1
23 6 827 4
23 6 2703 1
23 6 1830 1
23 6 2502 1
23 6 2557 1
23 6 2949 1
23 6 547 5
23 6 3113 1
23 6 2683 1
23 6 3287 1
23 6 3037 1
23 6 226 1
23 6 2372 1
23 6 3439 1
23 6 3686 1
23 6 3749 2
18 12 329 3
18 12 369 4
18 12 623 1
18 12 770 1
18 12 778 1
18 12 952 1
18 12 1072 1
18 12 985 2
18 12 1400 1
18 12 1441 1
18 12 1540 1
18 12 404 1
18 12 413 4
18 12 786 1
18 12 48 2
18 12 1673 1
18 12 402 3
18 12 1020 1
18 12 1222 1
18 12 1816 1
18 12 1125 1
18 12 1425 1
18 12 266 1
18 12 1935 1
18 12 1944 1
18 12 94 4
18 12 1448 1
18 12 269 5
18 12 547 4
18 12 2150 1
18 12 287 2
18 12 1949 1
18 12 115 3
18 12 2524 1
18 12 1430 1
18 12 1702 3
18 12 2626 2
18 12 2171 1
18 12 277 2
18 12 2890 1
18 12 889 3
18 12 2976 1
18 12 2848 1
18 12 1333 1
18 12 3025 1
18 12 2087 1
18 12 3069 1
18 12 207 2
18 12 2204 1
18 12 3142 1
18 12 2600 1
18 12 3274 1
18 12 3321 1
18 12 2758 1
18 12 481 1
18 12 1500 2
18 12 3065 1
18 12 1187 1
18 12 3413 1
18 12 3418 1
18 12 3424 1
18 12 1128 1
18 12 3552 1
18 12 1594 1
18 12 3578 1
18 12 2932 1
18 12 1822 1
18 12 2336 1
18 12 1247 1
18 12 3108 1
18 12 2457 1
18 12 1793 1
18 12 654 1
18 12 3677 1
18 12 856 1
18 12 1566 1
18 12 510 1
18 12 2973 1
18 12 3012 1
18 12 1613 1
18 12 3206 1
18 12 1101 2
18 12 1269 1
18 12 915 1
18 12 3807 1
18 12 1514 1
18 12 634 1
3 12 330 82
3 12 838 2
3 12 552 1
3 12 1035 2
3 12 1047 1
3 12 1650 2
3 12 1850 2
3 12 882 5
3 12 2030 1
3 12 1942 1
3 12 2653 1
3 12 2712 2
3 12 2764 1
3 12 1601 1
3 12 402 3
3 12 934 3
3 12 3081 1
3 12 225 2
3 12 3209 1
3 12 606 1
3 12 1750 1
3 12 3574 1
3 12 1883 1
3 12 2069 2
3 12 3755 1
3 12 2047 1
3 12 2109 1
4 85 332 1
4 85 430 2
4 85 434 9
4 85 1481 1
4 85 1273 3
4 85 1572 1
4 85 671 4
4 85 1910 1
4 85 1461 1
4 85 656 5
4 85 1039 5
4 85 2474 4
4 85 2549 2
4 85 871 2
4 85 2406 1
4 85 1847 3
4 85 2975 1
4 85 254 5
4 85 3016 1
4 85 3201 1
4 85 3203 1
4 85 1278 2
4 85 951 1
4 85 3617 1
49 6 335 3
49 6 66 4
49 6 448 1
49 6 362 1
49 6 36 1
49 6 957 1
49 6 980 1
49 6 587 2
49 6 1008 1
49 6 284 1
49 6 556 9
49 6 850 1
49 6 1413 1
49 6 1593 2
49 6 1469 2
49 6 1713 1
49 6 978 4
49 6 1760 1
49 6 731 1
49 6 1815 4
49 6 608 1
49 6 1919 1
49 6 1091 1
49 6 1960 1
49 6 620 1
49 6 2123 2
49 6 2133 1
49 6 2304 4
49 6 851 1
49 6 2309 3
49 6 975 2
49 6 2347 1
49 6 213 2
49 6 1444 1
49 6 1691 1
49 6 1899 1
49 6 518 1
49 6 2374 1
49 6 1049 2
49 6 467 4
49 6 2998 1
49 6 1425 1
49 6 1266 1
49 6 3093 1
49 6 3196 2
49 6 3218 1
49 6 140 2
49 6 3334 1
49 6 2171 1
49 6 3392 1
49 6 2657 2
49 6 853 1
49 6 2310 1
49 6 209 1
49 6 3504 1
49 6 444 1
49 6 759 1
49 6 3591 1
49 6 3211 1
49 6 1062 1
49 6 2007 1
49 6 2744 1
49 6 1737 1
49 6 268 1
49 6 1788 1
49 6 1655 1
49 6 928 1
49 6 538 1
49 14 339 2
49 14 1221 13
49 14 1302 2
49 14 715 1
28 12 344 1
28 12 420 7
28 12 454 1
28 12 599 2
28 12 346 5
28 12 95 2
28 12 441 5
28 12 1181 1
28 12 1456 1
28 12 1587 2
28 12 336 2
28 12 1932 1
28 12 1257 3
28 12 2553 2
28 12 2674 1
28 12 2145 1
28 12 2221 1
28 12 1141 3
28 12 3115 1
28 12 1930 1
28 12 1511 1
28 12 809 1
28 12 2046 1
28 12 3776 1
28 12 2300 1
7 42 348 1
7 42 152 6
7 42 2159 1
7 42 2198 2
7 42 211 6
7 42 2288 1
7 42 591 2
7 42 2169 1
7 42 1578 1
7 42 3724 1
4 12 124 24
4 12 1257 5
4 12 1832 2
4 12 3319 1
2 352 353 3
2 352 416 1
2 352 1042 2
2 352 410 11
2 352 1383 3
2 352 1391 1
2 352 1471 1
2 352 1584 1
2 352 1285 1
2 352 1867 2
2 352 1973 2
2 352 2097 2
2 352 2682 1
2 352 3075 2
18 3 355 2
18 3 1046 1
18 3 1167 1
18 3 1270 2
18 3 1177 3
18 3 1332 2
18 3 707 1
18 3 2086 1
18 3 251 1
18 3 2426 1
18 3 3736 1
14 28 364 7
14 28 1424 1
14 28 235 4
14 28 2400 1
5 7 366 2
5 7 271 12
5 7 1770 1
5 7 1984 1
5 7 2766 1
5 7 197 1
5 7 2824 2
5 7 446 2
5 7 3310 1
5 7 3333 1
5 7 2720 1
5 7 3864 1
2 73 107 20
2 73 181 43
2 73 637 1
2 73 551 11
2 73 743 3
2 73 1395 2
2 73 1619 1
2 73 1853 4
2 73 1025 2
2 73 257 6
2 73 1056 3
2 73 3325 1
2 73 1053 1
40 5 371 1
40 5 474 2
40 5 1033 1
40 5 1159 2
40 5 1894 1
40 5 1929 1
40 5 1903 1
40 5 2255 3
40 5 2862 4
40 5 1065 1
40 5 3123 2
40 5 732 1
40 5 924 2
40 5 878 1
40 5 3580 2
12 14 372 1
12 14 588 1
12 14 525 1
12 14 1026 1
12 14 1259 5
12 14 686 7
12 14 1320 3
12 14 1521 2
12 14 308 2
12 14 1955 1
12 14 1997 2
12 14 845 1
12 14 1412 1
12 14 173 4
12 14 2197 1
12 14 2364 2
12 14 2416 1
12 14 1571 1
12 14 2244 1
12 14 2519 1
12 14 2471 1
12 14 327 1
12 14 562 1
12 14 2085 1
12 14 1540 1
12 14 789 1
12 14 1881 1
12 14 3163 1
12 14 95 1
12 14 2427 1
12 14 3420 1
12 14 1708 1
12 14 2712 1
12 14 1037 1
12 14 3721 1
12 14 1232 1
12 14 1633 1
12 14 1789 1
12 14 2050 1
2 85 373 10
2 85 397 1
2 85 238 12
2 85 562 1
2 85 837 1
2 85 875 1
2 85 1421 2
2 85 435 4
2 85 141 1
2 85 86 1
2 85 1946 1
2 85 2025 1
2 85 2268 1
2 85 896 3
2 85 2584 1
2 85 2641 1
2 85 2875 1
2 85 960 3
2 85 2815 1
2 85 244 1
53 10 377 1
53 10 1078 2
53 10 1644 1
53 10 1863 2
53 10 2221 1
53 10 2222 2
53 10 2462 1
53 10 2679 1
53 10 3192 1
53 10 2785 1
53 10 550 1
4 40 378 1
4 40 347 2
4 40 517 3
4 40 534 1
4 40 1311 1
4 40 828 3
4 40 2067 1
4 40 121 5
4 40 2395 2
4 40 3557 1
4 40 3612 1
4 40 1295 1
4 40 756 1
40 4 379 4
40 4 486 4
40 4 604 2
40 4 725 2
40 4 852 1
40 4 483 5
40 4 305 9
40 4 925 1
40 4 1119 1
40 4 140 2
40 4 1295 1
40 4 1316 2
40 4 1334 7
40 4 1515 1
40 4 1579 2
40 4 1475 4
40 4 1694 7
40 4 142 4
40 4 1140 1
40 4 938 1
40 4 1842 1
40 4 1341 3
40 4 587 3
40 4 1795 1
40 4 2048 1
40 4 2052 1
40 4 2114 1
40 4 1771 1
40 4 2087 1
40 4 2249 1
40 4 1669 2
40 4 1029 2
40 4 2352 1
40 4 2358 2
40 4 2410 1
40 4 2463 1
40 4 2471 1
40 4 2525 1
40 4 2528 1
40 4 2542 2
40 4 1537 1
40 4 2197 1
40 4 2620 1
40 4 2504 2
40 4 2716 1
40 4 2727 1
40 4 1173 1
40 4 2853 1
40 4 1813 2
40 4 2901 1
40 4 2930 1
40 4 2950 1
40 4 2389 1
40 4 712 1
40 4 3048 1
40 4 2506 2
40 4 3163 1
40 4 3251 2
40 4 536 1
40 4 2264 2
40 4 859 1
40 4 871 1
40 4 3508 1
40 4 570 1
40 4 3127 1
40 4 3603 1
40 4 1651 1
40 4 879 1
40 4 906 2
40 4 3716 1
40 4 3734 1
40 4 1287 1
40 4 1641 1
40 4 382 1
40 4 2458 1
40 4 3836 1
4 52 383 1
4 52 739 1
4 52 998 1
4 52 827 2
4 52 870 2
4 52 541 2
4 52 1671 1
4 52 624 1
4 52 1908 1
4 52 1954 1
4 52 1995 1
4 52 2049 1
4 52 2499 1
4 52 1003 2
4 52 2749 1
4 52 54 1
4 52 354 1
4 52 3345 1
4 52 2748 1
4 52 3248 1
4 52 1533 1
4 52 3745 1
42 4 246 9
42 4 390 1
42 4 882 8
42 4 925 1
42 4 1071 1
42 4 1169 6
42 4 271 15
42 4 375 7
42 4 1639 1
42 4 48 2
42 4 2027 2
42 4 262 6
42 4 1410 2
42 4 2314 1
42 4 2375 1
42 4 322 4
42 4 713 2
42 4 1602 1
42 4 2918 1
42 4 746 3
42 4 1039 4
42 4 102 1
42 4 45 1
42 4 1588 1
42 4 1393 2
42 4 1396 1
42 4 1390 1
42 4 542 2
42 4 2926 1
42 4 1962 1
42 4 1472 1
23 7 388 1
23 7 597 3
23 7 229 3
23 7 1654 2
23 7 1794 1
23 7 915 1
23 7 282 2
23 7 2667 1
23 7 2821 1
23 7 1637 1
23 7 870 1
23 7 1646 1
23 7 2257 1
23 7 973 1
23 7 730 1
23 7 2811 2
23 7 3843 1
7 49 362 1
7 49 552 5
7 49 695 1
7 49 977 1
7 49 1106 2
7 49 598 2
7 49 1581 1
7 49 743 1
7 49 1779 1
7 49 1879 1
7 49 1906 2
7 49 112 1
7 49 1341 1
7 49 1694 4
7 49 707 1
7 49 467 13
7 49 2132 1
7 49 2373 1
7 49 2304 5
7 49 325 3
7 49 1334 4
7 49 2594 1
7 49 758 1
7 49 2486 1
7 49 3019 1
7 49 339 2
7 49 1429 1
7 49 2964 1
7 49 3181 1
7 49 139 2
7 49 248 1
7 49 1609 1
7 49 1128 1
7 49 3300 1
7 49 3410 1
7 49 3367 1
7 49 3542 2
7 49 3549 1
7 49 1156 1
7 49 3613 1
7 49 1302 1
7 49 677 1
7 49 3716 1
3 14 391 2
3 14 799 1
3 14 2668 2
3 14 1148 1
3 14 2703 1
3 14 1093 1
12 18 393 2
12 18 1266 2
12 18 825 6
12 18 1775 1
12 18 544 5
12 18 2074 1
12 18 3464 1
3 3 394 1
3 3 1177 3
3 3 943 1
3 3 1304 1
3 3 1035 1
3 3 2372 1
3 3 2429 1
3 3 1574 1
3 3 555 1
3 3 520 2
3 3 355 1
3 3 376 3
3 3 1606 2
3 3 344 1
3 3 1866 1
3 3 2659 1
5 40 400 1
5 40 714 1
5 40 607 1
5 40 773 6
5 40 115 5
5 40 2116 2
5 40 1813 1
5 40 15 2
5 40 2592 2
5 40 684 1
5 40 3015 1
5 40 526 1
5 40 2470 1
5 40 3022 1
5 40 3289 1
5 40 1475 2
5 40 3422 1
5 40 2233 2
5 40 113 2
5 40 3634 1
5 40 1642 1
5 40 596 1
5 40 1342 1
5 40 3877 1
8 49 405 1
8 49 629 1
8 49 265 9
8 49 1432 1
8 49 1823 1
8 49 1425 1
8 49 2248 1
8 49 810 1
8 49 1798 1
8 49 822 1
188 4 280 2
188 4 2229 1
23 18 406 1
23 18 557 1
23 18 614 1
23 18 768 1
23 18 280 2
23 18 1261 2
23 18 520 1
23 18 725 1
23 18 1781 2
23 18 1992 1
23 18 336 2
23 18 2082 1
23 18 2332 2
23 18 682 1
23 18 441 5
23 18 519 1
23 18 2652 1
23 18 1329 1
23 18 2429 1
23 18 1515 1
23 18 2283 1
23 18 2978 1
23 18 2638 2
23 18 3052 1
23 18 3089 2
23 18 2266 1
23 18 1434 1
23 18 1858 1
23 18 2080 1
23 18 3088 1
23 18 3715 1
23 18 811 1
23 18 2817 1
23 18 2176 1
23 18 2087 1
23 18 2767 1
49 5 411 1
49 5 497 1
49 5 172 2
49 5 772 1
49 5 797 1
49 5 81 6
49 5 677 1
49 5 413 7
49 5 1670 1
49 5 1741 1
49 5 857 1
49 5 1932 2
49 5 1942 2
49 5 552 2
49 5 519 2
49 5 2421 1
49 5 791 2
49 5 711 1
49 5 1289 3
49 5 2142 1
49 5 2678 1
49 5 1905 1
49 5 2404 1
49 5 2964 1
49 5 2915 1
49 5 728 1
49 5 1101 2
49 5 1425 3
49 5 2976 1
49 5 2004 1
49 5 1734 1
49 5 1354 1
49 5 2980 2
49 5 3394 1
49 5 2592 1
49 5 2354 1
49 5 1313 1
49 5 3718 1
49 5 1668 1
53 8 414 1
53 8 663 2
53 8 700 1
53 8 717 1
53 8 989 2
53 8 593 2
53 8 305 10
53 8 38 2
53 8 1418 1
53 8 1102 1
53 8 1535 1
53 8 1563 2
53 8 1576 1
53 8 1652 1
53 8 1688 1
53 8 804 1
53 8 1783 1
53 8 1376 1
53 8 1848 1
53 8 1849 1
53 8 2127 1
53 8 2270 1
53 8 2276 1
53 8 1074 2
53 8 2338 1
53 8 496 2
53 8 2120 1
53 8 2758 1
53 8 2235 1
53 8 2826 2
53 8 1865 1
53 8 2847 1
53 8 1674 2
53 8 2691 1
53 8 1096 1
53 8 3042 1
53 8 114 2
53 8 2793 1
53 8 2927 1
53 8 2230 1
53 8 1349 2
53 8 98 1
53 8 2787 1
53 8 1466 1
53 8 129 1
53 8 3235 1
53 8 661 1
53 8 3562 1
53 8 3583 1
53 8 2667 1
53 8 3602 1
53 8 378 1
53 8 3664 1
53 8 652 1
53 8 2328 1
53 8 2886 1
53 8 3582 1
53 8 3232 1
53 8 3115 1
53 8 1055 1
53 8 3412 1
53 8 1546 1
53 8 747 1
49 28 424 2
49 28 466 3
49 28 948 1
49 28 745 2
49 28 670 6
49 28 1641 2
49 28 1717 1
49 28 1748 2
49 28 681 1
49 28 2051 1
49 28 623 1
49 28 195 1
49 28 1741 1
49 28 1269 2
49 28 2438 1
49 28 328 1
49 28 2092 1
49 28 1854 1
49 28 1357 1
49 28 1913 2
49 28 2520 2
49 28 368 1
49 28 3438 1
49 28 2236 1
49 28 1543 1
49 28 657 1
49 28 316 2
49 28 1842 1
5 18 429 2
5 18 716 1
5 18 670 3
5 18 474 2
5 18 1555 1
5 18 1610 1
5 18 1625 1
5 18 582 4
5 18 997 4
5 18 1927 1
5 18 2335 5
5 18 2357 1
5 18 3057 1
5 18 3096 1
5 18 2408 1
5 18 3264 1
5 18 252 2
5 18 2966 1
5 18 60 1
5 18 3586 1
5 18 857 1
5 18 2362 1
5 18 2784 1
5 18 937 1
5 18 872 1
5 18 2435 1
5 18 1239 1
5 18 3766 1
5 18 87 1
5 18 2827 1
5 18 3861 1
8 8 436 4
8 8 751 2
8 8 1175 1
8 8 1659 1
8 8 454 3
8 8 1201 1
8 8 899 2
8 8 2257 3
8 8 2590 1
8 8 2755 2
8 8 1527 1
8 8 282 1
8 8 3198 1
8 8 2048 1
8 8 3654 1
8 8 2852 1
42 5 440 1
42 5 1347 1
42 5 1348 1
42 5 844 3
42 5 1943 2
42 5 1772 2
42 5 807 1
42 5 2246 1
42 5 523 9
42 5 2371 3
42 5 2596 1
42 5 1116 1
42 5 2677 4
42 5 485 1
42 5 1820 1
42 5 3083 1
42 5 3104 1
42 5 1236 1
42 5 700 3
42 5 3768 1
42 5 3876 1
12 23 441 2
12 23 548 1
12 23 986 2
12 23 1073 2
12 23 70 3
12 23 382 4
12 23 1991 1
12 23 935 4
12 23 336 2
12 23 1054 2
12 23 1794 1
12 23 379 3
12 23 2230 4
12 23 2717 1
12 23 1941 2
12 23 2859 1
12 23 3038 1
12 23 2843 1
12 23 1654 2
4 16 443 1
4 16 379 6
4 16 542 6
4 16 231 6
4 16 561 2
4 16 1726 2
4 16 1179 1
4 16 311 7
4 16 2296 1
4 16 2311 1
4 16 946 1
4 16 2366 2
4 16 1393 2
4 16 2529 1
4 16 2119 1
4 16 2991 1
4 16 3004 1
4 16 1134 2
4 16 2394 1
4 16 3234 1
4 16 3467 1
4 16 1907 1
4 16 263 1
4 16 2094 1
4 16 382 2
4 16 1054 1
4 16 1066 1
6 14 445 2
6 14 1049 1
6 14 1091 1
6 14 1419 1
6 14 359 1
6 14 2136 1
6 14 850 1
6 14 3212 1
6 14 827 2
6 14 3291 1
6 14 3636 1
40 12 447 12
40 12 146 12
40 12 81 4
40 12 1208 4
40 12 393 6
40 12 2078 1
40 12 2162 1
40 12 2378 1
40 12 502 6
40 12 2612 1
40 12 432 5
40 12 756 4
40 12 2868 1
40 12 2940 1
40 12 1721 2
40 12 986 1
40 12 3130 1
40 12 3765 1
12 4 357 2
12 4 432 5
12 4 146 1
12 4 1657 3
18 85 451 1
18 85 833 3
18 85 841 1
18 85 496 5
18 85 1313 2
18 85 1319 1
18 85 657 1
18 85 1406 1
18 85 1415 1
18 85 418 3
18 85 1674 1
18 85 1751 1
18 85 1055 2
18 85 870 2
18 85 658 3
18 85 2439 1
18 85 2470 1
18 85 1007 2
18 85 2638 1
18 85 160 1
18 85 1567 1
18 85 1798 1
18 85 2931 1
18 85 1329 1
18 85 1581 1
18 85 1504 1
18 85 2411 1
18 85 3322 1
18 85 452 3
18 85 1018 1
18 85 112 1
18 85 3441 1
18 85 2377 1
18 85 1964 1
18 85 3621 1
18 85 3803 1
18 85 3762 1
18 85 2954 1
85 18 460 3
